17216715632
0, 14, 16, 4, 1, 1, 0, 3, 513
1, 11, 19, 3, 1, 2, 8, 3, 512
2, 14, 16, 1, 3, 0, 0, 3, 514
3, 18, 12, 4, 2, 1, 0, 2, 513
4, 19, 11, 3, 1, 1, 0, 2, 512
5, 8, 22, 5, 0, 0, 8, 4, 514
6, 21, 9, 1, 3, 2, 8, 2, 514
7, 14, 16, 5, 0, 0, 0, 2, 513
8, 13, 17, 3, 1, 2, 8, 3, 514
9, 21, 9, 5, 0, 0, 8, 1, 512
10, 16, 14, 4, 2, 1, 8, 3, 514
11, 13, 17, 5, 0, 0, 8, 3, 512
12, 21, 9, 3, 1, 2, 8, 2, 514
13, 21, 9, 1, 3, 2, 0, 1, 514
14, 22, 8, 4, 2, 1, 8, 2, 514
15, 14, 16, 2, 3, 1, 0, 3, 512
16, 26, 4, 5, 0, 0, 8, 1, 514
17, 28, 2, 1, 3, 2, 0, 1, 511
18, 10, 20, 5, 0, 0, 8, 3, 513
19, 21, 9, 2, 3, 1, 0, 2, 512
20, 16, 14, 5, 0, 0, 0, 2, 514
21, 23, 7, 1, 3, 1, 0, 2, 514
22, 21, 9, 2, 3, 1, 0, 2, 514
23, 23, 7, 4, 2, 3, 8, 2, 514
24, 19, 11, 5, 0, 0, 0, 2, 514
25, 11, 19, 4, 1, 3, 0, 3, 514
26, 23, 7, 6, 0, 2, 0, 2, 513
27, 19, 11, 4, 2, 3, 8, 3, 513
28, 21, 9, 5, 0, 0, 8, 2, 513
29, 19, 11, 4, 1, 3, 0, 2, 512
30, 22, 8, 6, 0, 2, 8, 2, 512
31, 18, 12, 4, 2, 3, 0, 3, 514
