17131311881
0, 16, 14, 4, 1, 3, 2
1, 8, 22, 4, 2, 0, 1
2, 11, 19, 5, 0, 2, 1
3, 17, 13, 1, 3, 1, 2
4, 17, 13, 6, 0, 1, 1
5, 14, 16, 3, 1, 3, 1
6, 11, 19, 5, 0, 2, 1
7, 21, 9, 6, 0, 1, 1
8, 13, 17, 5, 0, 1, 1
9, 14, 16, 3, 2, 0, 1
10, 11, 19, 4, 1, 0, 1
11, 16, 14, 5, 0, 1, 2
12, 12, 18, 1, 3, 2, 2
13, 17, 13, 5, 0, 2, 1
14, 18, 12, 5, 0, 1, 2
15, 24, 6, 4, 1, 2, 1
16, 19, 11, 3, 2, 0, 1
17, 20, 10, 4, 2, 1, 1
18, 17, 13, 5, 0, 1, 1
19, 18, 12, 2, 3, 3, 2
20, 23, 7, 5, 0, 2, 1
21, 12, 18, 2, 3, 3, 1
22, 18, 12, 4, 1, 2, 1
23, 16, 14, 3, 1, 2, 2
24, 13, 17, 4, 2, 1, 1
25, 21, 9, 4, 2, 1, 1
26, 19, 11, 2, 3, 3, 1
27, 13, 17, 3, 1, 2, 1
28, 22, 8, 4, 2, 1, 1
29, 22, 8, 3, 2, 1, 1
30, 12, 18, 2, 3, 3, 2
31, 21, 9, 5, 0, 3, 1
