17131312771
0, 18, 12, 3, 1, 0, 1
1, 17, 13, 2, 2, 3, 2
2, 18, 12, 3, 2, 0, 1
3, 11, 19, 3, 2, 2, 1
4, 13, 17, 3, 1, 0, 2
5, 17, 13, 4, 1, 1, 1
6, 11, 19, 2, 1, 3, 1
7, 13, 17, 3, 2, 2, 1
8, 18, 12, 1, 2, 3, 2
9, 23, 7, 1, 3, 0, 1
10, 16, 14, 4, 2, 2, 1
11, 18, 12, 4, 2, 1, 2
12, 12, 18, 4, 1, 1, 1
13, 16, 14, 3, 1, 1, 1
14, 17, 13, 3, 2, 2, 2
15, 18, 12, 4, 2, 1, 1
16, 18, 12, 2, 3, 0, 1
17, 16, 14, 4, 1, 2, 1
18, 19, 11, 4, 2, 1, 1
19, 20, 10, 5, 0, 0, 1
20, 21, 9, 3, 1, 1, 1
21, 18, 12, 6, 0, 0, 1
22, 21, 9, 4, 2, 1, 1
23, 17, 13, 3, 2, 1, 1
24, 12, 18, 4, 1, 2, 1
25, 23, 7, 3, 1, 2, 1
26, 18, 12, 6, 0, 0, 1
27, 19, 11, 2, 3, 2, 1
28, 21, 9, 6, 0, 0, 1
29, 12, 18, 2, 3, 1, 1
30, 17, 13, 5, 0, 0, 2
31, 21, 9, 2, 3, 2, 2
