17216706652
0, 19, 11, 3, 1, 1, 0, 2, 513
1, 11, 19, 6, 0, 0, 8, 3, 514
2, 20, 10, 6, 0, 0, 1, 4, 511
3, 20, 10, 6, 0, 0, 8, 2, 514
4, 13, 17, 4, 1, 2, 8, 2, 514
5, 11, 19, 1, 3, 1, 1, 4, 514
6, 26, 4, 1, 3, 2, 8, 1, 514
7, 22, 8, 3, 2, 1, 8, 0, 0
8, 26, 4, 5, 0, 0, 8, 1, 511
9, 14, 16, 2, 3, 1, 8, 2, 514
10, 13, 17, 4, 2, 3, 8, 4, 514
11, 18, 12, 4, 2, 3, 8, 3, 514
12, 24, 6, 2, 3, 1, 8, 1, 511
13, 22, 8, 4, 2, 0, 8, 1, 513
14, 14, 16, 6, 0, 2, 1, 4, 514
15, 27, 3, 6, 0, 2, 0, 1, 511
16, 21, 9, 4, 1, 3, 8, 2, 513
17, 21, 9, 3, 1, 3, 8, 2, 514
18, 18, 12, 1, 3, 1, 8, 3, 513
19, 19, 11, 4, 1, 0, 8, 3, 513
20, 26, 4, 4, 2, 0, 8, 1, 511
21, 21, 9, 2, 3, 2, 1, 2, 514
22, 20, 10, 3, 1, 0, 8, 2, 514
23, 21, 9, 2, 3, 1, 1, 3, 513
24, 23, 7, 4, 2, 0, 8, 2, 514
25, 20, 10, 3, 2, 0, 8, 2, 514
26, 20, 10, 2, 3, 1, 8, 3, 514
27, 19, 11, 3, 1, 0, 8, 2, 514
28, 23, 7, 5, 0, 1, 8, 2, 514
29, 18, 12, 3, 2, 0, 8, 2, 513
30, 19, 11, 3, 1, 0, 8, 2, 513
31, 21, 9, 3, 1, 0, 0, 2, 514
