17216706411
0, 10, 20, 4, 1, 0, 1, 4, 513
1, 23, 7, 1, 2, 3, 0, 1, 514
2, 19, 11, 4, 2, 2, 0, 1, 511
3, 22, 8, 3, 2, 2, 0, 2, 514
4, 14, 16, 4, 1, 1, 0, 1, 514
5, 15, 15, 2, 2, 3, 0, 2, 514
6, 16, 14, 2, 1, 3, 8, 2, 512
7, 12, 18, 1, 1, 3, 0, 3, 514
8, 18, 12, 1, 2, 3, 1, 3, 509
9, 19, 11, 2, 3, 0, 8, 2, 514
10, 21, 9, 4, 2, 1, 1, 3, 511
11, 20, 10, 1, 1, 3, 0, 2, 514
12, 21, 9, 2, 3, 0, 8, 1, 512
13, 13, 17, 3, 1, 1, 0, 2, 511
14, 13, 17, 4, 2, 1, 8, 3, 513
15, 13, 17, 1, 3, 0, 0, 2, 513
16, 13, 17, 3, 1, 1, 0, 3, 514
17, 25, 5, 1, 3, 0, 0, 1, 513
18, 13, 17, 1, 3, 0, 8, 3, 513
19, 20, 10, 1, 3, 0, 0, 2, 514
20, 18, 12, 3, 1, 1, 8, 2, 513
21, 22, 8, 1, 3, 0, 1, 3, 512
22, 24, 6, 1, 3, 0, 8, 1, 514
23, 18, 12, 5, 0, 0, 1, 4, 514
24, 21, 9, 1, 3, 0, 0, 1, 511
25, 22, 8, 4, 1, 2, 0, 2, 513
26, 20, 10, 1, 3, 0, 0, 2, 514
27, 14, 16, 5, 0, 0, 0, 3, 514
28, 19, 11, 1, 3, 0, 0, 2, 513
29, 15, 15, 3, 1, 2, 8, 1, 511
30, 22, 8, 5, 0, 0, 0, 1, 513
31, 20, 10, 3, 2, 1, 8, 1, 513
