17131314271
0, 15, 15, 4, 1, 1, 1, 4, 514
1, 17, 13, 2, 2, 3, 1, 2, 514
2, 24, 6, 4, 2, 2, 1, 4, 514
3, 23, 7, 2, 3, 0, 1, 3, 511
4, 21, 9, 4, 1, 1, 0, 2, 512
5, 13, 17, 4, 1, 1, 1, 3, 512
6, 17, 13, 4, 2, 2, 0, 1, 514
7, 18, 12, 4, 2, 1, 1, 4, 512
8, 15, 15, 3, 1, 1, 0, 1, 514
9, 22, 8, 1, 3, 0, 1, 3, 513
10, 18, 12, 2, 3, 0, 8, 1, 514
11, 19, 11, 6, 0, 0, 1, 3, 514
12, 15, 15, 2, 3, 0, 1, 3, 514
13, 19, 11, 2, 3, 0, 1, 3, 514
14, 20, 10, 2, 3, 0, 1, 3, 513
15, 18, 12, 5, 0, 0, 1, 3, 514
16, 18, 12, 4, 1, 2, 0, 2, 514
17, 22, 8, 4, 1, 2, 0, 2, 514
18, 16, 14, 4, 2, 1, 0, 2, 513
19, 25, 5, 5, 0, 0, 0, 2, 514
20, 12, 18, 6, 0, 0, 0, 2, 513
21, 19, 11, 6, 0, 0, 8, 2, 513
22, 10, 20, 6, 0, 0, 0, 3, 511
23, 17, 13, 2, 3, 2, 0, 1, 514
24, 17, 13, 3, 1, 2, 0, 1, 513
25, 26, 4, 5, 0, 0, 8, 2, 511
26, 12, 18, 3, 2, 1, 0, 2, 514
27, 21, 9, 4, 2, 3, 0, 2, 514
28, 21, 9, 3, 1, 2, 8, 2, 514
29, 25, 5, 3, 1, 2, 0, 2, 512
30, 19, 11, 3, 2, 1, 0, 2, 512
31, 23, 7, 4, 2, 3, 8, 2, 513
