17131311341
0, 12, 18, 2, 3, 0, 1
1, 12, 18, 3, 1, 1, 1
2, 9, 21, 2, 3, 0, 1
3, 15, 15, 5, 0, 0, 0
4, 26, 4, 2, 3, 0, 8
5, 23, 7, 4, 1, 2, 8
6, 18, 12, 2, 3, 0, 1
7, 20, 10, 3, 2, 1, 1
8, 19, 11, 4, 1, 2, 1
9, 22, 8, 4, 1, 2, 8
10, 13, 17, 4, 2, 1, 1
11, 14, 16, 1, 3, 2, 1
12, 24, 6, 6, 0, 0, 0
13, 21, 9, 5, 0, 0, 8
14, 12, 18, 6, 0, 0, 1
15, 23, 7, 2, 3, 2, 1
16, 17, 13, 3, 1, 2, 8
17, 14, 16, 3, 1, 2, 1
18, 10, 20, 3, 2, 1, 0
19, 22, 8, 6, 0, 2, 0
20, 21, 9, 1, 3, 1, 0
21, 20, 10, 1, 3, 1, 1
22, 12, 18, 1, 3, 2, 1
23, 10, 20, 4, 1, 0, 1
24, 11, 19, 2, 3, 1, 1
25, 22, 8, 2, 3, 1, 0
26, 13, 17, 2, 3, 2, 1
27, 18, 12, 4, 1, 0, 1
28, 16, 14, 4, 1, 3, 8
29, 22, 8, 4, 1, 3, 0
30, 10, 20, 4, 2, 3, 8
31, 12, 18, 3, 2, 3, 1
