17131310072,
0,19,11,1,3,1,1
1,16,14,1,3,1,8
2,18,12,4,2,3,1
3,12,18,1,3,2,1
4,19,11,4,1,3,1
5,14,16,4,1,3,0
6,13,17,4,1,0,1
7,23,7,6,0,2,8
8,13,17,4,2,0,0
9,20,10,5,0,1,8
10,12,18,1,3,1,1
11,11,19,1,3,1,1
12,17,13,1,3,2,1
13,15,15,1,3,2,1
14,18,12,3,1,0,1
15,14,16,3,1,0,1
16,20,10,3,2,0,1
17,21,9,3,2,0,8
18,11,19,6,0,1,1
19,12,18,6,0,1,1
20,22,8,6,0,2,0
21,18,12,5,0,2,0
22,13,17,5,0,1,8
23,13,17,4,1,2,8
24,19,11,6,0,2,0
25,24,6,5,0,2,8
26,22,8,2,3,3,8
27,19,11,1,3,3,8
28,20,10,6,0,2,8
29,18,12,5,0,2,8
30,18,12,1,3,3,0
31,14,16,1,3,3,0
