17216706491
0, 19, 11, 1, 2, 2, 0, 1, 513
1, 8, 22, 3, 1, 0, 1, 4, 514
2, 10, 20, 3, 0, 3, 0, 4, 514
3, 24, 6, 4, 2, 2, 0, 1, 514
4, 14, 16, 3, 1, 0, 0, 2, 512
5, 21, 9, 3, 1, 0, 0, 1, 514
6, 14, 16, 2, 1, 3, 0, 2, 514
7, 15, 15, 3, 2, 0, 0, 2, 512
8, 12, 18, 3, 1, 0, 0, 3, 514
9, 12, 18, 3, 1, 0, 1, 4, 514
10, 17, 13, 3, 2, 0, 0, 3, 509
11, 22, 8, 3, 2, 2, 0, 1, 513
12, 25, 5, 1, 2, 3, 0, 1, 513
13, 21, 9, 1, 2, 3, 0, 1, 513
14, 21, 9, 4, 2, 2, 0, 2, 510
15, 18, 12, 3, 2, 2, 1, 3, 513
16, 28, 2, 1, 2, 3, 0, 1, 513
17, 12, 18, 4, 1, 1, 8, 2, 514
18, 18, 12, 3, 2, 2, 1, 3, 511
19, 13, 17, 1, 1, 3, 8, 2, 514
20, 28, 2, 4, 1, 1, 8, 1, 511
21, 14, 16, 3, 1, 1, 0, 3, 513
22, 18, 12, 4, 1, 0, 0, 3, 514
23, 8, 22, 4, 2, 1, 0, 3, 514
24, 21, 9, 3, 1, 1, 8, 2, 513
25, 18, 12, 2, 3, 1, 0, 2, 513
26, 13, 17, 1, 3, 0, 9, 2, 511
27, 23, 7, 3, 2, 1, 8, 1, 513
28, 12, 18, 2, 3, 0, 8, 3, 514
29, 26, 4, 2, 3, 1, 0, 2, 514
30, 22, 8, 1, 1, 3, 8, 2, 513
31, 20, 10, 5, 0, 0, 0, 2, 514
