17131311332
0, 13, 17, 3, 1, 0, 1
1, 18, 12, 2, 2, 3, 2
2, 14, 16, 1, 1, 3, 1
3, 7, 23, 2, 1, 3, 1
4, 17, 13, 1, 2, 3, 2
5, 18, 12, 3, 1, 1, 2
6, 12, 18, 3, 2, 2, 1
7, 19, 11, 3, 2, 2, 1
8, 21, 9, 2, 2, 3, 1
9, 16, 14, 2, 3, 0, 2
10, 18, 12, 1, 3, 0, 2
11, 17, 13, 4, 2, 1, 2
12, 21, 9, 3, 1, 1, 1
13, 27, 3, 6, 0, 0, 2
14, 16, 14, 4, 2, 1, 1
15, 21, 9, 5, 0, 0, 1
16, 17, 13, 1, 3, 0, 2
17, 18, 12, 5, 0, 0, 2
18, 20, 10, 5, 0, 0, 2
19, 17, 13, 3, 2, 1, 1
20, 18, 12, 4, 1, 2, 1
21, 18, 12, 1, 3, 1, 2
22, 16, 14, 3, 2, 1, 2
23, 20, 10, 1, 3, 2, 2
24, 21, 9, 5, 0, 0, 1
25, 18, 12, 2, 3, 1, 1
26, 24, 6, 1, 3, 2, 1
27, 18, 12, 4, 2, 3, 2
28, 26, 4, 6, 0, 0, 1
29, 17, 13, 2, 3, 1, 1
30, 20, 10, 3, 2, 1, 1
31, 19, 11, 4, 2, 3, 1
