17216703211
0, 12, 18, 2, 3, 1, 1, 3, 514
1, 12, 18, 6, 0, 1, 1, 3, 512
2, 19, 11, 6, 0, 2, 1, 2, 514
3, 6, 24, 5, 0, 2, 1, 4, 514
4, 13, 17, 6, 0, 1, 1, 3, 514
5, 8, 22, 4, 1, 3, 1, 4, 514
6, 13, 17, 6, 0, 2, 0, 1, 514
7, 21, 9, 2, 3, 1, 1, 2, 513
8, 14, 16, 1, 3, 2, 1, 3, 511
9, 18, 12, 6, 0, 1, 1, 3, 514
10, 13, 17, 1, 3, 1, 0, 1, 514
11, 10, 20, 4, 1, 2, 0, 2, 514
12, 19, 11, 4, 1, 3, 0, 1, 514
13, 18, 12, 1, 3, 2, 0, 2, 514
14, 12, 18, 5, 0, 2, 8, 2, 512
15, 25, 5, 4, 1, 2, 1, 2, 512
16, 20, 10, 2, 3, 2, 1, 3, 513
17, 25, 5, 3, 2, 0, 0, 1, 513
18, 19, 11, 4, 1, 2, 1, 3, 514
19, 24, 6, 5, 0, 1, 8, 1, 514
20, 20, 10, 3, 2, 0, 0, 1, 514
21, 17, 13, 5, 0, 2, 0, 2, 512
22, 13, 17, 3, 2, 3, 0, 2, 514
23, 19, 11, 1, 3, 3, 8, 2, 514
24, 13, 17, 5, 0, 2, 0, 2, 514
25, 26, 4, 1, 3, 3, 0, 1, 511
26, 13, 17, 6, 0, 1, 0, 2, 514
27, 22, 8, 2, 3, 3, 8, 1, 513
28, 19, 11, 1, 3, 3, 0, 2, 514
29, 19, 11, 1, 3, 3, 8, 1, 514
30, 24, 6, 5, 0, 1, 8, 1, 511
31, 19, 11, 3, 1, 2, 0, 2, 514
