17131311651
0, 18, 12, 3, 1, 2, 1, 3, 514
1, 26, 4, 1, 3, 1, 0, 2, 511
2, 15, 15, 3, 2, 1, 0, 1, 514
3, 13, 17, 5, 0, 2, 8, 1, 514
4, 18, 12, 3, 1, 2, 8, 1, 514
5, 26, 4, 2, 3, 1, 1, 3, 511
6, 16, 14, 2, 3, 2, 8, 1, 513
7, 23, 7, 2, 3, 1, 0, 1, 514
8, 21, 9, 4, 1, 3, 8, 3, 511
9, 21, 9, 6, 0, 1, 8, 3, 512
10, 13, 17, 4, 2, 3, 8, 1, 514
11, 15, 15, 3, 1, 0, 8, 2, 514
12, 21, 9, 6, 0, 1, 8, 2, 513
13, 24, 6, 3, 1, 3, 8, 2, 514
14, 21, 9, 4, 1, 0, 8, 3, 512
15, 19, 11, 6, 0, 1, 8, 2, 514
16, 22, 8, 4, 2, 0, 0, 2, 513
17, 27, 3, 3, 2, 0, 1, 3, 514
18, 22, 8, 2, 3, 1, 8, 2, 514
19, 19, 11, 1, 3, 3, 1, 3, 513
20, 21, 9, 2, 3, 2, 1, 3, 514
21, 24, 6, 6, 0, 2, 8, 3, 512
22, 21, 9, 3, 1, 0, 8, 3, 513
23, 22, 8, 2, 3, 3, 8, 2, 514
24, 19, 11, 6, 0, 2, 0, 2, 514
25, 17, 13, 4, 2, 1, 8, 1, 513
26, 18, 12, 5, 0, 1, 0, 2, 514
27, 22, 8, 6, 0, 3, 0, 2, 514
28, 25, 5, 6, 0, 2, 8, 1, 513
29, 22, 8, 4, 2, 1, 1, 3, 513
30, 19, 11, 5, 0, 1, 8, 1, 514
31, 15, 15, 5, 0, 3, 8, 2, 514
