17131306841
0, 17, 13, 3, 1, 0, 1
1, 16, 14, 2, 2, 3, 2
2, 21, 9, 1, 1, 3, 1
3, 17, 13, 4, 2, 2, 1
4, 17, 13, 1, 2, 3, 1
5, 18, 12, 2, 2, 3, 1
6, 18, 12, 4, 2, 2, 1
7, 16, 14, 1, 3, 0, 1
8, 21, 9, 4, 1, 1, 2
9, 18, 12, 4, 1, 1, 1
10, 16, 14, 1, 3, 0, 2
11, 16, 14, 2, 3, 0, 1
12, 18, 12, 2, 3, 0, 1
13, 20, 10, 1, 3, 0, 1
14, 18, 12, 3, 2, 2, 1
15, 17, 13, 3, 2, 2, 1
16, 17, 13, 4, 1, 2, 1
17, 21, 9, 2, 3, 0, 1
18, 16, 14, 4, 2, 1, 1
19, 17, 13, 4, 2, 1, 1
20, 24, 6, 4, 1, 2, 1
21, 17, 13, 3, 1, 1, 1
22, 20, 10, 4, 2, 1, 1
23, 18, 12, 4, 2, 1, 1
24, 16, 14, 4, 1, 2, 1
25, 21, 9, 4, 1, 2, 1
26, 21, 9, 4, 2, 1, 1
27, 13, 17, 6, 0, 0, 1
28, 19, 11, 4, 1, 2, 1
29, 21, 9, 4, 1, 2, 1
30, 20, 10, 6, 0, 0, 1
31, 15, 15, 6, 0, 0, 1
