17131311351
0, 18, 12, 4, 1, 0, 2
1, 17, 13, 4, 1, 0, 2
2, 16, 14, 2, 1, 1, 1
3, 18, 12, 1, 1, 3, 2
4, 15, 15, 3, 1, 0, 1
5, 24, 6, 4, 1, 0, 2
6, 11, 19, 4, 2, 0, 1
7, 16, 14, 2, 1, 3, 2
8, 17, 13, 3, 1, 0, 1
9, 17, 13, 3, 1, 0, 1
10, 10, 20, 3, 2, 0, 1
11, 21, 9, 4, 2, 2, 1
12, 21, 9, 1, 2, 3, 1
13, 20, 10, 1, 2, 3, 2
14, 16, 14, 3, 2, 0, 1
15, 21, 9, 1, 3, 0, 1
16, 16, 14, 4, 1, 1, 1
17, 16, 14, 4, 1, 1, 2
18, 16, 14, 2, 1, 3, 1
19, 18, 12, 3, 2, 2, 2
20, 16, 14, 1, 3, 0, 1
21, 21, 9, 1, 3, 0, 2
22, 16, 14, 4, 2, 2, 1
23, 16, 14, 6, 0, 0, 2
24, 15, 15, 3, 1, 1, 1
25, 16, 14, 3, 1, 1, 2
26, 18, 12, 1, 3, 0, 1
27, 22, 8, 5, 0, 0, 2
28, 20, 10, 4, 1, 2, 1
29, 23, 7, 2, 3, 0, 2
30, 18, 12, 2, 3, 0, 1
31, 17, 13, 3, 2, 1, 2
