17131311352
0, 16, 14, 3, 1, 0, 2
1, 11, 19, 3, 1, 1, 1
2, 17, 13, 4, 2, 2, 1
3, 13, 17, 4, 2, 2, 1
4, 19, 11, 4, 1, 1, 1
5, 21, 9, 1, 3, 0, 1
6, 21, 9, 1, 3, 0, 2
7, 13, 17, 3, 2, 2, 1
8, 21, 9, 4, 1, 1, 2
9, 11, 19, 6, 0, 0, 1
10, 21, 9, 4, 2, 1, 2
11, 18, 12, 4, 2, 1, 1
12, 21, 9, 3, 1, 1, 1
13, 18, 12, 5, 0, 0, 1
14, 16, 14, 6, 0, 0, 1
15, 11, 19, 6, 0, 0, 1
16, 19, 11, 2, 3, 0, 2
17, 15, 15, 1, 3, 1, 1
18, 20, 10, 3, 2, 1, 1
19, 15, 15, 3, 2, 1, 1
20, 22, 8, 6, 0, 0, 1
21, 18, 12, 1, 3, 1, 1
22, 21, 9, 2, 3, 2, 1
23, 10, 20, 3, 2, 1, 1
24, 17, 13, 3, 1, 2, 1
25, 15, 15, 4, 1, 3, 1
26, 21, 9, 4, 2, 3, 1
27, 13, 17, 2, 3, 2, 1
28, 24, 6, 3, 1, 2, 1
29, 18, 12, 4, 1, 3, 1
30, 22, 8, 4, 2, 3, 1
31, 15, 15, 1, 3, 2, 1
