17216715331
0, 7, 23, 1, 3, 0, 1, 4, 514
1, 20, 10, 2, 3, 0, 1, 3, 513
2, 24, 6, 4, 2, 2, 0, 1, 511
3, 19, 11, 2, 3, 0, 8, 2, 512
4, 14, 16, 2, 2, 3, 1, 4, 514
5, 12, 18, 3, 1, 1, 1, 4, 511
6, 11, 19, 1, 1, 3, 8, 3, 512
7, 14, 16, 3, 2, 1, 1, 4, 514
8, 23, 7, 2, 3, 0, 8, 1, 514
9, 13, 17, 1, 3, 1, 1, 4, 514
10, 21, 9, 5, 0, 0, 1, 4, 514
11, 13, 17, 6, 0, 0, 8, 4, 513
12, 20, 10, 5, 0, 0, 0, 2, 511
13, 22, 8, 3, 1, 2, 8, 1, 513
14, 14, 16, 6, 0, 0, 0, 2, 512
15, 20, 10, 5, 0, 2, 8, 2, 513
16, 22, 8, 3, 1, 1, 8, 2, 514
17, 21, 9, 2, 3, 1, 8, 2, 514
18, 13, 17, 2, 3, 2, 0, 3, 514
19, 18, 12, 3, 2, 3, 8, 3, 514
20, 24, 6, 3, 1, 2, 8, 2, 513
21, 26, 4, 4, 2, 0, 8, 1, 511
22, 23, 7, 4, 2, 3, 0, 2, 513
23, 19, 11, 4, 1, 0, 1, 4, 514
24, 18, 12, 1, 3, 1, 1, 3, 514
25, 20, 10, 4, 1, 3, 8, 3, 514
26, 20, 10, 3, 1, 0, 1, 3, 514
27, 21, 9, 3, 1, 0, 8, 2, 514
28, 10, 20, 2, 3, 1, 8, 2, 512
29, 19, 11, 5, 0, 1, 8, 3, 514
30, 22, 8, 3, 1, 0, 8, 3, 514
31, 22, 8, 3, 1, 0, 8, 2, 512
