17216708252
0, 21, 9, 1, 2, 3, 0, 1, 514
1, 14, 16, 1, 3, 0, 8, 2, 513
2, 18, 12, 2, 1, 3, 1, 4, 514
3, 10, 20, 3, 2, 2, 1, 4, 513
4, 18, 12, 1, 2, 3, 1, 3, 513
5, 12, 18, 4, 1, 2, 1, 3, 514
6, 20, 10, 1, 3, 0, 8, 1, 511
7, 9, 21, 5, 0, 0, 1, 4, 514
8, 23, 7, 1, 3, 0, 1, 3, 514
9, 19, 11, 1, 3, 1, 0, 1, 514
10, 18, 12, 5, 0, 0, 1, 3, 511
11, 13, 17, 3, 2, 1, 8, 3, 513
12, 20, 10, 6, 0, 0, 8, 1, 514
13, 18, 12, 2, 3, 1, 0, 2, 514
14, 14, 16, 3, 2, 1, 0, 2, 514
15, 24, 6, 1, 3, 2, 8, 1, 514
16, 23, 7, 6, 0, 0, 8, 0, 0
17, 19, 11, 4, 1, 3, 0, 2, 514
18, 15, 15, 1, 3, 2, 8, 2, 514
19, 18, 12, 1, 3, 1, 1, 3, 513
20, 18, 12, 3, 1, 2, 8, 2, 514
21, 24, 6, 6, 0, 1, 8, 1, 514
22, 18, 12, 1, 3, 1, 8, 2, 513
23, 19, 11, 6, 0, 2, 0, 2, 514
24, 22, 8, 3, 1, 2, 0, 2, 510
25, 23, 7, 3, 1, 3, 8, 1, 511
26, 15, 15, 4, 2, 3, 8, 3, 514
27, 14, 16, 4, 1, 0, 8, 2, 514
28, 27, 3, 3, 1, 2, 8, 1, 514
29, 26, 4, 5, 0, 1, 8, 2, 514
30, 22, 8, 4, 2, 3, 0, 2, 513
31, 19, 11, 3, 2, 3, 0, 2, 514
