17131312672
0, 18, 12, 3, 1, 1, 2
1, 20, 10, 4, 1, 2, 1
2, 11, 19, 4, 2, 1, 1
3, 11, 19, 4, 2, 1, 1
4, 17, 13, 4, 1, 2, 1
5, 18, 12, 6, 0, 0, 1
6, 18, 12, 5, 0, 0, 2
7, 18, 12, 3, 2, 1, 1
8, 16, 14, 5, 0, 0, 2
9, 16, 14, 1, 3, 1, 2
10, 10, 20, 3, 2, 1, 1
11, 17, 13, 4, 2, 3, 2
12, 14, 16, 1, 3, 1, 1
13, 13, 17, 4, 1, 3, 1
14, 17, 13, 4, 2, 3, 2
15, 17, 13, 6, 0, 2, 2
16, 21, 9, 4, 1, 3, 1
17, 21, 9, 5, 0, 1, 1
18, 12, 18, 6, 0, 2, 1
19, 19, 11, 1, 3, 1, 1
20, 21, 9, 6, 0, 1, 1
21, 19, 11, 3, 1, 3, 1
22, 13, 17, 1, 3, 1, 1
23, 15, 15, 3, 1, 0, 1
24, 18, 12, 4, 2, 0, 2
25, 18, 12, 2, 3, 2, 1
26, 18, 12, 3, 1, 0, 2
27, 24, 6, 6, 0, 1, 2
28, 16, 14, 3, 1, 3, 1
29, 21, 9, 3, 2, 0, 1
30, 19, 11, 3, 1, 0, 1
31, 15, 15, 5, 0, 1, 1
