17131312611
0, 1, 1.38033, 1.37627, 1.35622, 1.36746, 1, 1, 1, 1, 1.30608, 1.31229, 1.27564, 1.29534, 1, 1, 1
1, 1, 1.39128, 1.40909, 1.36995, 1.38086, 1, 1, 1, 1, 1.33592, 1.32532, 1.28559, 1.30746, 1, 1, 1
2, 1, 1.38547, 1.39123, 1.35585, 1.36722, 1, 1, 1, 1, 1.32588, 1.31839, 1.28541, 1.30264, 1, 1, 1
3, 1, 1.40315, 1.39531, 1.36981, 1.38708, 1, 1, 1, 1, 1.33609, 1.32193, 1.28508, 1.30679, 1, 1, 1
4, 1, 1.3835, 1.39051, 1.35202, 1.36948, 1, 1, 1, 1, 1.30217, 1.30925, 1.27529, 1.29551, 1, 1, 1
5, 1, 1.38847, 1.39295, 1.35593, 1.3796, 1, 1, 1, 1, 1.31524, 1.3223, 1.28135, 1.30183, 1, 1, 1
6, 1, 1.37713, 1.38305, 1.34351, 1.36014, 1, 1, 1, 1, 1.30475, 1.32118, 1.27699, 1.29409, 1, 1, 1
7, 1, 1.39526, 1.40026, 1.35907, 1.38871, 1, 1, 1, 1, 1.32896, 1.32247, 1.28766, 1.30922, 1, 1, 1
8, 1, 1.36946, 1.37183, 1.33398, 1.36309, 1, 1, 1, 1, 1.30964, 1.30284, 1.2686, 1.29005, 1, 1, 1
9, 1, 1.39031, 1.40124, 1.35309, 1.38205, 1, 1, 1, 1, 1.33199, 1.32249, 1.28668, 1.30532, 1, 1, 1
10, 1, 1.37365, 1.39231, 1.34317, 1.3757, 1, 1, 1, 1, 1.32736, 1.31383, 1.27602, 1.29171, 1, 1, 1
11, 1, 1.39598, 1.39633, 1.36254, 1.38484, 1, 1, 1, 1, 1.33073, 1.31525, 1.28486, 1.30581, 1, 1, 1
12, 1, 1.37775, 1.39495, 1.35309, 1.37237, 1, 1, 1, 1, 1.31014, 1.31729, 1.27991, 1.29931, 1, 1, 1
13, 1, 1.37928, 1.40177, 1.35714, 1.37598, 1, 1, 1, 1, 1.32143, 1.32305, 1.28916, 1.30933, 1, 1, 1
14, 1, 1.37928, 1.39108, 1.35248, 1.36417, 1, 1, 1, 1, 1.32059, 1.31523, 1.27481, 1.29535, 1, 1, 1
15, 1, 1.38162, 1.39124, 1.35739, 1.36817, 1, 1, 1, 1, 1.32156, 1.30543, 1.2965, 1.30079, 1, 1, 1
16, 1, 1.37749, 1.39747, 1.35163, 1.36149, 1, 1, 1, 1, 1.3055, 1.31903, 1.27449, 1.29055, 1, 1, 1
17, 1, 1.39648, 1.40034, 1.365, 1.37748, 1, 1, 1, 1, 1.30503, 1.33163, 1.28618, 1.30477, 1, 1, 1
18, 1, 1.38892, 1.40042, 1.36012, 1.371, 1, 1, 1, 1, 1.29216, 1.31043, 1.26674, 1.2852, 1, 1, 1
19, 1, 1.39113, 1.39275, 1.35808, 1.37364, 1, 1, 1, 1, 1.33251, 1.32401, 1.28533, 1.30823, 1, 1, 1
20, 1, 1.38539, 1.39176, 1.35049, 1.37828, 1, 1, 1, 1, 1.28995, 1.3166, 1.27395, 1.29471, 1, 1, 1
21, 1, 1.39999, 1.39905, 1.36661, 1.37853, 1, 1, 1, 1, 1.31603, 1.3238, 1.28404, 1.30258, 1, 1, 1
22, 1, 1.39117, 1.39186, 1.35673, 1.37435, 1, 1, 1, 1, 1.29348, 1.31604, 1.27205, 1.29352, 1, 1, 1
23, 1, 1.3869, 1.39215, 1.35822, 1.37682, 1, 1, 1, 1, 1.31189, 1.31594, 1.27615, 1.29846, 1, 1, 1
24, 1, 1.37606, 1.38869, 1.35402, 1.36874, 1, 1, 1, 1, 1.31809, 1.33, 1.28246, 1.29986, 1, 1, 1
25, 1, 1.39212, 1.40663, 1.37, 1.38554, 1, 1, 1, 1, 1.32185, 1.33063, 1.29463, 1.31962, 1, 1, 1
26, 1, 1.37735, 1.38679, 1.35046, 1.36126, 1, 1, 1, 1, 1.31682, 1.31317, 1.27465, 1.2949, 1, 1, 1
27, 1, 1.39872, 1.40939, 1.37184, 1.38001, 1, 1, 1, 1, 1.31854, 1.32811, 1.28771, 1.30556, 1, 1, 1
28, 1, 1.39227, 1.39921, 1.3605, 1.37493, 1, 1, 1, 1, 1.30911, 1.31569, 1.28007, 1.30049, 1, 1, 1
29, 1, 1.39508, 1.40249, 1.36327, 1.37446, 1, 1, 1, 1, 1.32714, 1.33223, 1.28915, 1.30534, 1, 1, 1
30, 1, 1.38343, 1.38901, 1.35029, 1.37076, 1, 1, 1, 1, 1.32904, 1.33258, 1.28616, 1.30419, 1, 1, 1
31, 1, 1.41647, 1.42071, 1.37851, 1.39356, 1, 1, 1, 1, 1.3257, 1.32983, 1.29608, 1.31643, 1, 1, 1
32, 1, 1.3892, 1.39486, 1.35036, 1.37339, 1, 1, 1, 1, 1.29788, 1.30728, 1.27405, 1.29649, 1, 1, 1
33, 1, 1.40171, 1.40409, 1.36412, 1.38266, 1, 1, 1, 1, 1.31797, 1.33304, 1.28998, 1.30903, 1, 1, 1
34, 1, 1.39698, 1.39995, 1.36408, 1.38523, 1, 1, 1, 1, 1.32753, 1.31863, 1.27845, 1.29849, 1, 1, 1
35, 1, 1.40624, 1.40598, 1.37079, 1.39061, 1, 1, 1, 1, 1.37335, 1.33776, 1.29128, 1.30871, 1, 1, 1
36, 1, 1.3841, 1.39119, 1.35598, 1.37548, 1, 1, 1, 1, 1.3126, 1.31766, 1.27853, 1.29646, 1, 1, 1
37, 1, 1.38792, 1.39604, 1.36416, 1.37939, 1, 1, 1, 1, 1.33233, 1.32883, 1.29064, 1.30871, 1, 1, 1
38, 1, 1.39108, 1.39886, 1.36415, 1.37633, 1, 1, 1, 1, 1.33045, 1.32312, 1.28315, 1.29628, 1, 1, 1
39, 1, 1.38719, 1.39608, 1.36053, 1.36958, 1, 1, 1, 1, 1.32133, 1.33068, 1.29483, 1.31432, 1, 1, 1
40, 1, 1.39007, 1.39361, 1.3595, 1.37245, 1, 1, 1, 1, 1.30607, 1.31966, 1.27654, 1.29465, 1, 1, 1
41, 1, 1.40461, 1.41308, 1.37362, 1.38588, 1, 1, 1, 1, 1.3498, 1.33933, 1.2938, 1.31294, 1, 1, 1
42, 1, 1.38733, 1.39255, 1.35335, 1.37226, 1, 1, 1, 1, 1.35349, 1.33057, 1.28409, 1.30061, 1, 1, 1
43, 1, 1.39787, 1.4042, 1.3625, 1.38221, 1, 1, 1, 1, 1.32919, 1.33154, 1.2919, 1.31002, 1, 1, 1
44, 1, 1.39304, 1.39949, 1.35868, 1.38151, 1, 1, 1, 1, 1.30233, 1.31736, 1.27208, 1.28994, 1, 1, 1
45, 1, 1.40307, 1.40864, 1.36594, 1.38989, 1, 1, 1, 1, 1.32447, 1.32932, 1.28906, 1.30697, 1, 1, 1
46, 1, 1.39238, 1.39922, 1.35709, 1.38174, 1, 1, 1, 1, 1.33241, 1.32816, 1.28603, 1.3088, 1, 1, 1
47, 1, 1.40244, 1.41266, 1.36551, 1.39394, 1, 1, 1, 1, 1.31551, 1.32191, 1.28807, 1.31015, 1, 1, 1
48, 1, 1.36499, 1.38032, 1.34524, 1.35858, 1, 1, 1, 1, 1.3314, 1.31943, 1.27872, 1.29645, 1, 1, 1
49, 1, 1.39038, 1.40287, 1.36313, 1.38134, 1, 1, 1, 1, 1.3174, 1.32381, 1.28484, 1.30455, 1, 1, 1
