17131311392
0, 18, 12, 1, 1, 2, 4
1, 21, 9, 3, 0, 0, 3
2, 18, 12, 3, 0, 0, 4
3, 19, 11, 0, 3, 2, 3
4, 17, 13, 0, 3, 1, 4
5, 18, 12, 4, 0, 1, 4
6, 21, 9, 4, 0, 2, 4
7, 13, 17, 4, 0, 2, 4
8, 13, 17, 3, 0, 0, 3
9, 13, 17, 2, 1, 3, 4
10, 20, 10, 0, 3, 1, 4
11, 17, 13, 1, 2, 3, 4
12, 17, 13, 1, 1, 3, 4
13, 21, 9, 2, 2, 0, 3
14, 17, 13, 2, 1, 0, 4
15, 18, 12, 3, 0, 2, 4
16, 17, 13, 0, 3, 2, 4
17, 20, 10, 4, 0, 2, 3
18, 24, 6, 3, 0, 1, 4
19, 17, 13, 4, 0, 1, 3
20, 21, 9, 4, 0, 2, 4
21, 19, 11, 3, 0, 2, 3
22, 21, 9, 0, 3, 3, 3
23, 15, 15, 3, 0, 1, 4
24, 17, 13, 4, 0, 2, 4
25, 21, 9, 0, 3, 3, 3
26, 21, 9, 0, 3, 3, 4
27, 19, 11, 0, 3, 3, 4
28, 17, 13, 4, 0, 2, 3
29, 21, 9, 1, 2, 1, 3
30, 19, 11, 1, 1, 2, 4
31, 21, 9, 1, 1, 2, 3
