17131310742
0, 14, 16, 4, 1, 3, 0, 2, 512
1, 23, 7, 2, 3, 1, 1, 3, 514
2, 21, 9, 5, 0, 2, 1, 3, 511
3, 22, 8, 6, 0, 2, 1, 3, 513
4, 15, 15, 4, 2, 0, 0, 2, 512
5, 18, 12, 2, 3, 2, 1, 3, 512
6, 13, 17, 4, 1, 0, 1, 4, 513
7, 19, 11, 3, 1, 0, 1, 3, 513
8, 19, 11, 3, 1, 3, 0, 2, 514
9, 18, 12, 1, 3, 3, 0, 2, 513
10, 14, 16, 4, 1, 1, 1, 4, 514
11, 18, 12, 6, 0, 1, 0, 1, 514
12, 22, 8, 5, 0, 2, 0, 1, 513
13, 17, 13, 5, 0, 1, 1, 3, 514
14, 13, 17, 3, 1, 2, 8, 2, 514
15, 22, 8, 3, 1, 2, 1, 3, 512
16, 19, 11, 4, 2, 1, 0, 2, 514
17, 25, 5, 4, 2, 1, 0, 1, 514
18, 25, 5, 2, 3, 3, 0, 1, 513
19, 18, 12, 2, 3, 3, 1, 3, 514
20, 22, 8, 2, 3, 3, 0, 2, 513
21, 12, 18, 2, 3, 3, 1, 3, 514
22, 14, 16, 5, 0, 1, 0, 2, 512
23, 23, 7, 5, 0, 1, 0, 2, 513
24, 26, 4, 3, 2, 1, 0, 1, 511
25, 21, 9, 3, 2, 1, 0, 2, 514
26, 25, 5, 6, 0, 3, 0, 2, 512
27, 12, 18, 5, 0, 1, 0, 2, 511
28, 21, 9, 3, 2, 1, 0, 1, 513
29, 19, 11, 3, 2, 1, 0, 1, 514
30, 14, 16, 6, 0, 3, 0, 2, 514
31, 15, 15, 6, 0, 3, 0, 1, 513
