17131310311
0, 13, 17, 3, 0, 3, 1
1, 13, 17, 1, 2, 2, 2
2, 13, 17, 4, 2, 0, 1
3, 16, 14, 3, 2, 0, 2
4, 15, 15, 2, 2, 2, 1
5, 21, 9, 4, 1, 0, 2
6, 16, 14, 4, 2, 0, 2
7, 19, 11, 3, 2, 0, 2
8, 21, 9, 4, 1, 0, 2
9, 19, 11, 4, 1, 0, 2
10, 12, 18, 3, 2, 0, 1
11, 19, 11, 1, 1, 3, 1
12, 20, 10, 3, 1, 0, 1
13, 24, 6, 3, 1, 0, 1
14, 20, 10, 3, 2, 0, 1
15, 23, 7, 2, 1, 3, 1
16, 16, 14, 3, 1, 0, 2
17, 19, 11, 3, 1, 0, 1
18, 13, 17, 1, 1, 3, 1
19, 19, 11, 2, 1, 3, 1
20, 15, 15, 3, 1, 0, 2
21, 21, 9, 3, 1, 0, 1
22, 18, 12, 2, 1, 3, 2
23, 18, 12, 4, 2, 2, 1
24, 18, 12, 2, 2, 3, 2
25, 21, 9, 1, 2, 3, 2
26, 17, 13, 4, 2, 2, 1
27, 10, 20, 2, 3, 0, 2
28, 21, 9, 4, 1, 1, 1
29, 19, 11, 1, 2, 3, 1
30, 21, 9, 4, 2, 2, 1
31, 22, 8, 1, 3, 0, 1
