17131310341
0, 7, 23, 1, 2, 2, 2
1, 18, 12, 1, 2, 2, 1
2, 15, 15, 3, 0, 3, 1
3, 13, 17, 4, 2, 0, 1
4, 17, 13, 2, 2, 2, 2
5, 10, 20, 3, 0, 3, 1
6, 15, 15, 1, 1, 1, 1
7, 14, 16, 3, 2, 0, 1
8, 21, 9, 4, 1, 0, 1
9, 13, 17, 4, 1, 0, 1
10, 15, 15, 4, 2, 0, 1
11, 18, 12, 3, 2, 0, 2
12, 15, 15, 3, 1, 0, 1
13, 10, 20, 4, 1, 0, 1
14, 12, 18, 3, 2, 0, 1
15, 14, 16, 1, 1, 3, 1
16, 12, 18, 3, 1, 0, 1
17, 17, 13, 3, 1, 0, 1
18, 16, 14, 3, 2, 0, 1
19, 13, 17, 1, 1, 3, 1
20, 12, 18, 1, 2, 3, 1
21, 21, 9, 3, 1, 0, 1
22, 11, 19, 2, 1, 3, 1
23, 17, 13, 4, 2, 2, 1
24, 15, 15, 4, 1, 1, 1
25, 17, 13, 1, 2, 3, 1
26, 20, 10, 4, 2, 2, 1
27, 17, 13, 1, 3, 0, 2
28, 10, 20, 4, 1, 1, 1
29, 15, 15, 2, 2, 3, 1
30, 20, 10, 4, 2, 2, 1
31, 17, 13, 1, 3, 0, 2
