17216703411
0, 18, 12, 2, 3, 0, 1, 3, 514
1, 18, 12, 5, 0, 0, 0, 1, 514
2, 19, 11, 6, 0, 0, 1, 3, 514
3, 14, 16, 3, 2, 1, 8, 2, 512
4, 10, 20, 6, 0, 0, 8, 2, 514
5, 14, 16, 3, 1, 2, 1, 3, 512
6, 6, 24, 5, 0, 0, 8, 3, 514
7, 19, 11, 4, 2, 3, 8, 0, 0
8, 21, 9, 3, 1, 2, 0, 1, 512
9, 17, 13, 6, 0, 1, 0, 1, 514
10, 21, 9, 2, 3, 2, 8, 1, 514
11, 12, 18, 4, 2, 3, 8, 2, 514
12, 14, 16, 6, 0, 1, 8, 2, 513
13, 18, 12, 4, 1, 3, 1, 2, 514
14, 10, 20, 4, 2, 3, 0, 2, 512
15, 14, 16, 6, 0, 2, 1, 3, 513
16, 20, 10, 2, 3, 1, 1, 3, 514
17, 14, 16, 4, 1, 3, 1, 3, 513
18, 19, 11, 6, 0, 2, 1, 4, 514
19, 15, 15, 3, 2, 3, 8, 2, 514
20, 21, 9, 5, 0, 1, 0, 2, 514
21, 15, 15, 2, 3, 2, 0, 1, 511
22, 19, 11, 3, 2, 3, 8, 2, 514
23, 20, 10, 4, 1, 2, 1, 3, 513
24, 27, 3, 1, 3, 2, 8, 1, 511
25, 22, 8, 2, 3, 2, 1, 2, 512
26, 20, 10, 2, 3, 1, 8, 2, 514
27, 21, 9, 3, 1, 0, 0, 2, 514
28, 18, 12, 1, 3, 2, 8, 2, 514
29, 17, 13, 3, 1, 3, 1, 2, 514
30, 27, 3, 3, 1, 0, 8, 1, 513
31, 25, 5, 1, 3, 3, 1, 2, 514
