17131308501
0, 12, 18, 2, 2, 3, 8
1, 13, 17, 4, 1, 1, 0
2, 12, 18, 3, 2, 2, 1
3, 10, 20, 4, 2, 1, 0
4, 16, 14, 4, 1, 1, 1
5, 17, 13, 1, 3, 0, 8
6, 20, 10, 1, 3, 0, 8
7, 19, 11, 4, 2, 1, 1
8, 18, 12, 1, 3, 0, 1
9, 19, 11, 3, 1, 1, 8
10, 13, 17, 1, 3, 0, 8
11, 20, 10, 6, 0, 0, 8
12, 22, 8, 2, 3, 0, 1
13, 19, 11, 4, 1, 2, 0
14, 10, 20, 4, 2, 1, 8
15, 21, 9, 3, 2, 1, 8
16, 21, 9, 4, 1, 2, 8
17, 21, 9, 6, 0, 0, 8
18, 21, 9, 6, 0, 0, 8
19, 20, 10, 2, 3, 2, 0
20, 22, 8, 4, 1, 2, 8
21, 18, 12, 3, 1, 2, 0
22, 21, 9, 3, 2, 1, 8
23, 19, 11, 4, 2, 3, 8
24, 22, 8, 3, 1, 2, 8
25, 12, 18, 2, 3, 1, 1
26, 12, 18, 2, 3, 2, 8
27, 19, 11, 6, 0, 2, 1
28, 15, 15, 1, 3, 1, 1
29, 19, 11, 4, 1, 3, 8
30, 12, 18, 4, 2, 3, 0
31, 15, 15, 5, 0, 2, 8
