17131314472
0, 12, 18, 4, 1, 2, 1
1, 11, 19, 6, 0, 0, 0
2, 15, 15, 5, 0, 0, 1
3, 19, 11, 5, 0, 0, 1
4, 17, 13, 5, 0, 0, 1
5, 12, 18, 3, 1, 2, 1
6, 17, 13, 1, 3, 2, 1
7, 18, 12, 1, 3, 2, 1
8, 15, 15, 1, 3, 1, 1
9, 17, 13, 1, 3, 1, 1
10, 13, 17, 6, 0, 2, 1
11, 18, 12, 4, 2, 3, 1
12, 12, 18, 2, 3, 1, 1
13, 15, 15, 4, 1, 3, 1
14, 13, 17, 4, 1, 0, 1
15, 15, 15, 5, 0, 2, 0
16, 19, 11, 5, 0, 1, 1
17, 21, 9, 5, 0, 1, 8
18, 21, 9, 1, 3, 1, 1
19, 16, 14, 3, 2, 3, 1
20, 19, 11, 3, 1, 3, 1
21, 15, 15, 1, 3, 2, 1
22, 17, 13, 6, 0, 1, 1
23, 12, 18, 3, 1, 0, 1
24, 17, 13, 2, 3, 2, 1
25, 19, 11, 2, 3, 2, 1
26, 17, 13, 5, 0, 1, 1
27, 17, 13, 5, 0, 1, 1
28, 12, 18, 2, 3, 2, 1
29, 21, 9, 2, 3, 2, 1
30, 21, 9, 5, 0, 1, 1
31, 18, 12, 5, 0, 1, 1
