17131310432
0, 1, 1.09545, 1.10495, 1.06894, 1.08612, 1, 1, 1, 1, 1.0419, 1.04454, 1.01506, 1.02624, 1, 1, 1
1, 1, 1.09956, 1.10943, 1.07238, 1.08903, 1, 1, 1, 1, 1.04399, 1.04509, 1.01439, 1.02488, 1, 1, 1
2, 1, 1.08378, 1.09385, 1.05901, 1.08019, 1, 1, 1, 1, 1.0479, 1.03949, 1.0104, 1.02349, 1, 1, 1
3, 1, 1.09255, 1.10141, 1.0671, 1.08806, 1, 1, 1, 1, 1.04053, 1.04206, 1.01111, 1.02285, 1, 1, 1
4, 1, 1.10039, 1.10295, 1.0729, 1.09252, 1, 1, 1, 1, 1.04123, 1.0404, 1.01044, 1.02015, 1, 1, 1
5, 1, 1.09311, 1.09655, 1.0664, 1.08521, 1, 1, 1, 1, 1.03931, 1.03818, 1.01089, 1.02363, 1, 1, 1
6, 1, 1.10127, 1.09893, 1.07392, 1.09018, 1, 1, 1, 1, 1.04844, 1.04297, 1.01415, 1.02589, 1, 1, 1
7, 1, 1.09172, 1.08924, 1.06462, 1.08125, 1, 1, 1, 1, 1.03653, 1.03684, 1.00962, 1.02093, 1, 1, 1
8, 1, 1.09799, 1.09771, 1.06971, 1.0826, 1, 1, 1, 1, 1.03171, 1.03617, 1.00896, 1.01843, 1, 1, 1
9, 1, 1.0953, 1.09411, 1.06713, 1.07962, 1, 1, 1, 1, 1.04533, 1.04179, 1.01253, 1.02487, 1, 1, 1
10, 1, 1.09592, 1.10036, 1.06895, 1.08003, 1, 1, 1, 1, 1.03842, 1.03805, 1.00973, 1.02348, 1, 1, 1
11, 1, 1.0976, 1.10163, 1.07033, 1.08075, 1, 1, 1, 1, 1.03125, 1.03552, 1.00847, 1.02017, 1, 1, 1
12, 1, 1.08968, 1.09962, 1.06453, 1.08009, 1, 1, 1, 1, 1.03486, 1.03935, 1.01034, 1.02312, 1, 1, 1
