17131314421
0, 19, 11, 3, 1, 0, 8, 1, 512
1, 21, 9, 1, 2, 3, 1, 3, 511
2, 21, 9, 3, 2, 0, 0, 1, 511
3, 20, 10, 3, 2, 2, 1, 3, 509
4, 22, 8, 1, 2, 3, 0, 1, 514
5, 23, 7, 1, 2, 3, 1, 3, 514
6, 10, 20, 2, 1, 3, 1, 4, 514
7, 18, 12, 4, 2, 1, 1, 4, 513
8, 14, 16, 2, 2, 3, 1, 4, 513
9, 22, 8, 4, 1, 1, 8, 1, 514
10, 12, 18, 3, 2, 2, 1, 4, 514
11, 18, 12, 4, 2, 1, 8, 2, 514
12, 23, 7, 4, 1, 1, 1, 2, 514
13, 12, 18, 5, 0, 0, 0, 2, 514
14, 21, 9, 5, 0, 0, 1, 3, 513
15, 22, 8, 1, 3, 0, 8, 1, 514
16, 23, 7, 1, 3, 0, 1, 2, 514
17, 17, 13, 1, 3, 0, 1, 3, 514
18, 20, 10, 5, 0, 0, 1, 3, 513
19, 22, 8, 6, 0, 0, 1, 3, 513
20, 19, 11, 5, 0, 0, 8, 1, 514
21, 22, 8, 4, 1, 2, 0, 2, 512
22, 16, 14, 5, 0, 0, 8, 2, 512
23, 14, 16, 3, 2, 1, 0, 3, 513
24, 18, 12, 4, 1, 2, 0, 2, 514
25, 19, 11, 3, 1, 2, 8, 2, 514
26, 21, 9, 6, 0, 0, 8, 1, 513
27, 22, 8, 1, 3, 2, 8, 1, 513
28, 23, 7, 4, 1, 2, 8, 2, 514
29, 25, 5, 6, 0, 0, 8, 1, 511
30, 14, 16, 6, 0, 0, 0, 2, 514
31, 14, 16, 2, 3, 2, 8, 2, 514
