17131311342
0, 21, 9, 3, 1, 0, 1
1, 18, 12, 4, 1, 1, 1
2, 19, 11, 4, 2, 2, 1
3, 13, 17, 2, 1, 3, 1
4, 21, 9, 1, 2, 3, 2
5, 12, 18, 1, 3, 0, 1
6, 20, 10, 3, 2, 2, 1
7, 14, 16, 3, 2, 2, 1
8, 17, 13, 3, 1, 1, 1
9, 17, 13, 6, 0, 0, 1
10, 21, 9, 2, 3, 0, 1
11, 14, 16, 6, 0, 0, 1
12, 21, 9, 1, 3, 0, 1
13, 12, 18, 3, 1, 2, 1
14, 19, 11, 5, 0, 0, 1
15, 17, 13, 3, 2, 1, 1
16, 19, 11, 4, 1, 2, 1
17, 16, 14, 1, 3, 1, 2
18, 19, 11, 1, 3, 2, 2
19, 12, 18, 1, 3, 2, 2
20, 21, 9, 5, 0, 0, 1
21, 18, 12, 4, 1, 3, 1
22, 16, 14, 1, 3, 2, 1
23, 17, 13, 4, 2, 3, 1
24, 23, 7, 3, 1, 2, 1
25, 18, 12, 6, 0, 1, 1
26, 26, 4, 2, 3, 2, 1
27, 16, 14, 6, 0, 2, 1
28, 18, 12, 3, 1, 2, 1
29, 19, 11, 6, 0, 1, 1
30, 26, 4, 2, 3, 2, 1
31, 18, 12, 6, 0, 2, 1
