17131307652
0, 17, 13, 5, 0, 1, 0, 3, 512
1, 16, 14, 5, 0, 2, 0, 3, 514
2, 17, 13, 6, 0, 1, 0, 3, 514
3, 23, 7, 4, 1, 2, 8, 1, 514
4, 18, 12, 3, 2, 0, 1, 3, 513
5, 19, 11, 6, 0, 2, 8, 2, 512
6, 21, 9, 5, 0, 1, 1, 4, 511
7, 11, 19, 5, 0, 1, 8, 4, 514
8, 26, 4, 6, 0, 2, 8, 0, 0
9, 18, 12, 1, 3, 3, 8, 2, 514
10, 23, 7, 2, 3, 3, 0, 2, 513
11, 21, 9, 1, 3, 3, 0, 2, 513
12, 18, 12, 4, 2, 1, 8, 3, 514
13, 18, 12, 3, 2, 1, 0, 3, 513
14, 25, 5, 6, 0, 3, 1, 4, 514
15, 22, 8, 3, 1, 2, 0, 1, 513
16, 22, 8, 3, 2, 1, 8, 2, 514
17, 14, 16, 6, 0, 3, 8, 3, 514
18, 20, 10, 4, 1, 1, 8, 3, 513
19, 12, 18, 5, 0, 3, 8, 3, 514
20, 26, 4, 5, 0, 3, 0, 1, 511
21, 18, 12, 4, 2, 2, 8, 2, 514
22, 26, 4, 6, 2, 0, 8, 2, 512
23, 25, 5, 6, 2, 0, 8, 1, 513
24, 26, 4, 5, 0, 3, 0, 2, 513
25, 18, 12, 3, 2, 2, 8, 2, 514
26, 18, 12, 6, 2, 0, 8, 3, 514
27, 20, 10, 6, 2, 0, 8, 2, 514
28, 22, 8, 6, 0, 3, 8, 2, 514
29, 27, 3, 4, 2, 2, 0, 1, 511
30, 18, 12, 3, 1, 1, 8, 2, 514
31, 22, 8, 6, 2, 0, 8, 2, 514
