17131309341
0, 11, 19, 5, 0, 0, 0, 3, 514
1, 21, 9, 5, 0, 0, 0, 1, 514
2, 14, 16, 5, 0, 0, 0, 2, 512
3, 9, 21, 2, 3, 2, 1, 4, 512
4, 7, 23, 1, 3, 1, 8, 4, 514
5, 19, 11, 1, 3, 1, 0, 2, 514
6, 15, 15, 3, 2, 1, 8, 3, 509
7, 16, 14, 6, 0, 2, 1, 3, 514
8, 14, 16, 3, 1, 3, 8, 2, 514
9, 22, 8, 2, 3, 1, 1, 3, 511
10, 19, 11, 1, 3, 2, 0, 1, 514
11, 22, 8, 1, 3, 1, 1, 4, 513
12, 14, 16, 6, 0, 1, 8, 3, 514
13, 22, 8, 3, 1, 3, 8, 1, 513
14, 13, 17, 2, 3, 2, 0, 3, 514
15, 19, 11, 2, 3, 1, 0, 2, 514
16, 21, 9, 4, 2, 0, 0, 1, 513
17, 26, 4, 4, 2, 0, 0, 1, 511
18, 19, 11, 5, 0, 2, 8, 3, 512
19, 19, 11, 6, 0, 1, 0, 3, 513
20, 22, 8, 2, 3, 2, 0, 1, 513
21, 23, 7, 1, 3, 2, 1, 3, 513
22, 22, 8, 2, 3, 1, 1, 3, 509
23, 20, 10, 5, 0, 1, 8, 3, 513
24, 22, 8, 1, 3, 2, 8, 2, 512
25, 21, 9, 2, 3, 2, 8, 2, 511
26, 21, 9, 3, 1, 0, 0, 2, 513
27, 25, 5, 2, 3, 3, 8, 2, 514
28, 13, 17, 5, 0, 2, 0, 3, 513
29, 11, 19, 3, 2, 0, 0, 2, 514
30, 14, 16, 3, 1, 0, 8, 2, 514
31, 24, 6, 2, 3, 3, 8, 2, 514
